packet_count,byte_count,flow_duration,protocol,label,attack_type
112,0,0,TCP,malicious,DDoS
255,0,0,TCP,malicious,DDoS
69,1363,0,TCP,normal,Normal
255,1,0,UDP,malicious,Probe
255,0,0,TCP,malicious,DDoS
282,0,0,TCP,malicious,DDoS
255,3645,0,TCP,normal,Normal
255,4411,0,TCP,normal,Normal
227,1185,28,TCP,normal,Normal
255,9510,0,TCP,normal,Normal
255,7338,0,TCP,normal,Normal
255,17966,0,TCP,normal,Normal
255,537,0,TCP,normal,Normal
139,3266,0,TCP,normal,Normal
255,0,0,TCP,malicious,DDoS
255,0,0,TCP,malicious,DDoS
119,0,0,TCP,normal,Normal
255,19932,0,TCP,normal,Normal
255,4731,0,TCP,normal,Normal
51,33,0,UDP,normal,Normal
255,639,0,TCP,normal,Normal
73,2195,1,TCP,normal,Normal
212,1764,3,TCP,normal,Normal
160,168,3,TCP,malicious,Probe
255,1576,0,TCP,normal,Normal
255,6621,0,TCP,normal,Normal
130,66,0,UDP,normal,Normal
255,1748,0,TCP,normal,Normal
255,0,0,TCP,malicious,DDoS
53,975,899,TCP,normal,Normal
260,0,0,TCP,malicious,DDoS
380,0,0,TCP,malicious,Probe
255,1524,0,TCP,normal,Normal
253,0,0,TCP,normal,Normal
255,14449,0,TCP,normal,Normal
255,0,0,TCP,malicious,DDoS
255,0,0,TCP,malicious,Probe
255,1669,0,TCP,normal,Normal
257,0,0,TCP,malicious,DDoS
255,92,0,UDP,normal,Normal
255,1293,0,TCP,normal,Normal
298,0,0,TCP,malicious,DDoS
511,1032,0,ICMP,malicious,DDoS
255,0,0,TCP,malicious,DDoS
255,0,0,TCP,malicious,DDoS
255,1320,0,TCP,normal,Normal
255,646,0,TCP,normal,Normal
61,143,4,TCP,normal,Normal
43,10266,2,TCP,normal,Normal
255,251,2349,UDP,normal,Normal
294,0,0,TCP,malicious,DDoS
182,3613,1,TCP,malicious,Credential Attack
214,8,0,ICMP,malicious,Probe
255,0,0,TCP,malicious,DDoS
255,0,0,TCP,malicious,DDoS
255,123,0,UDP,normal,Normal
255,513,0,TCP,normal,Normal
255,1896,5,TCP,normal,Normal
255,6,3,TCP,malicious,Probe
255,0,0,TCP,malicious,DDoS
255,2572,0,TCP,normal,Normal
255,8078,0,TCP,normal,Normal
238,181,0,UDP,normal,Normal
255,2878,0,TCP,normal,Normal
230,6631,0,TCP,normal,Normal
255,0,0,TCP,malicious,DDoS
255,2795,0,TCP,normal,Normal
255,0,0,TCP,malicious,DDoS
255,0,0,TCP,malicious,DDoS
255,0,0,TCP,malicious,DDoS
255,117,0,UDP,normal,Normal
255,0,0,TCP,malicious,DDoS
242,0,0,TCP,normal,Normal
255,173,0,UDP,normal,Normal
255,15386,0,TCP,normal,Normal
255,90,0,UDP,normal,Normal
255,0,0,TCP,malicious,DDoS
287,0,0,TCP,malicious,DDoS
105,8,0,ICMP,malicious,Probe
265,0,0,TCP,malicious,DDoS
67,251,0,UDP,normal,Normal
255,182,0,ICMP,normal,Normal
255,0,0,TCP,malicious,DDoS
255,1199,0,TCP,normal,Normal
255,1678,0,TCP,normal,Normal
255,3203,0,TCP,normal,Normal
14,8,0,ICMP,malicious,Probe
255,8629,0,TCP,normal,Normal
121,7422,0,TCP,normal,Normal
255,1214,0,TCP,normal,Normal
255,0,0,TCP,malicious,DDoS
255,88,0,UDP,normal,Normal
255,0,0,TCP,malicious,DDoS
255,666,0,TCP,normal,Normal
93,35,0,UDP,normal,Normal
255,12428,0,TCP,normal,Normal
255,8173,0,TCP,normal,Normal
311,179,0,UDP,normal,Normal
255,3973,0,TCP,normal,Normal
150,1056,0,TCP,normal,Normal
255,1032,0,ICMP,malicious,DDoS
255,252,966,UDP,normal,Normal
255,0,0,TCP,malicious,Probe
255,722,0,TCP,normal,Normal
169,1114,13,TCP,normal,Normal
155,0,0,TCP,malicious,Probe
211,3459,1,TCP,normal,Normal
255,78,0,ICMP,normal,Normal
255,88,0,UDP,normal,Normal
255,0,0,TCP,normal,Normal
255,0,0,TCP,malicious,DDoS
255,599,0,TCP,normal,Normal
84,4892,0,TCP,normal,Normal
255,0,0,TCP,malicious,DDoS
255,585,0,TCP,normal,Normal
255,0,0,TCP,malicious,DDoS
255,23501,0,TCP,normal,Normal
217,0,0,TCP,normal,Normal
255,1,0,UDP,malicious,Probe
255,0,0,TCP,malicious,DDoS
255,0,0,TCP,malicious,DDoS
194,17071,0,TCP,normal,Normal
255,1,0,UDP,malicious,Probe
255,0,0,TCP,malicious,DDoS
128,8,0,ICMP,malicious,Probe
255,0,0,TCP,normal,Normal
255,0,0,TCP,malicious,DDoS
131,8,0,ICMP,malicious,Probe
69,1237,0,TCP,normal,Normal
119,18,0,ICMP,malicious,Probe
255,1777,0,TCP,normal,Normal
255,1823,0,TCP,normal,Normal
22,4882,0,TCP,normal,Normal
214,15722,0,TCP,normal,Normal
255,0,0,TCP,malicious,DDoS
255,10369,0,TCP,normal,Normal
255,110,0,UDP,normal,Normal
162,1618,0,TCP,normal,Normal
255,951,0,TCP,normal,Normal
255,0,0,TCP,malicious,DDoS
255,14750,0,TCP,normal,Normal
255,0,0,TCP,malicious,DDoS
61,8,0,ICMP,malicious,Probe
255,1,13448,TCP,malicious,Probe
255,0,0,TCP,malicious,DDoS
182,383,0,TCP,normal,Normal
66,207,0,UDP,malicious,Probe
255,0,0,TCP,malicious,Probe
295,0,0,TCP,malicious,DDoS
255,3271,0,TCP,normal,Normal
255,0,0,TCP,malicious,DDoS
203,0,0,TCP,normal,Normal
255,0,0,TCP,malicious,DDoS
201,1142,0,TCP,normal,Normal
255,0,0,TCP,malicious,DDoS
260,0,0,TCP,malicious,DDoS
48,8,0,ICMP,malicious,Probe
255,0,0,TCP,malicious,Probe
255,6553,0,TCP,normal,Normal
255,9232,0,TCP,normal,Normal
255,0,0,TCP,malicious,DDoS
208,0,0,TCP,malicious,DDoS
154,3296,3,TCP,normal,Normal
268,0,0,TCP,malicious,DDoS
255,0,0,TCP,malicious,DDoS
87,641,0,TCP,normal,Normal
255,719,0,TCP,normal,Normal
255,0,0,TCP,malicious,DDoS
138,0,0,TCP,malicious,Probe
103,8,0,ICMP,malicious,Probe
255,0,0,TCP,malicious,DDoS
255,0,0,TCP,malicious,DDoS
255,808,0,TCP,normal,Normal
254,0,0,TCP,normal,Normal
255,0,0,TCP,malicious,DDoS
510,1032,0,ICMP,malicious,DDoS
255,0,0,TCP,malicious,DDoS
255,0,0,TCP,malicious,DDoS
255,1030,0,TCP,normal,Normal
255,0,0,TCP,malicious,DDoS
71,8,0,ICMP,malicious,Probe
255,2297,0,TCP,normal,Normal
255,0,0,TCP,malicious,DDoS
255,0,0,TCP,malicious,DDoS
255,4905,0,TCP,normal,Normal
255,1443,0,TCP,normal,Normal
255,656,0,TCP,normal,Normal
296,0,0,TCP,malicious,DDoS
255,594,0,TCP,normal,Normal
255,0,0,TCP,malicious,DDoS
89,0,0,TCP,malicious,Probe
202,0,0,TCP,normal,Normal
255,0,0,TCP,malicious,DDoS
86,8,0,ICMP,malicious,Probe
255,1505,0,TCP,normal,Normal
255,0,0,TCP,malicious,DDoS
113,8,0,ICMP,malicious,Probe
96,48,1,TCP,normal,Normal
269,0,0,TCP,malicious,DDoS
255,0,0,TCP,malicious,DDoS
255,0,0,TCP,malicious,DDoS
255,120,0,UDP,normal,Normal
234,175337,0,TCP,normal,Normal
255,0,0,TCP,malicious,DDoS
110,799,4,TCP,normal,Normal
255,8422,0,TCP,normal,Normal
283,0,0,TCP,malicious,DDoS
2,998,23,TCP,normal,Normal
255,1305,0,TCP,normal,Normal
255,0,0,TCP,malicious,Probe
255,0,0,TCP,malicious,DDoS
255,0,0,TCP,malicious,DDoS
255,0,0,TCP,malicious,DDoS
255,526,0,TCP,normal,Normal
255,6316,0,TCP,normal,Normal
276,0,0,TCP,malicious,DDoS
255,0,0,TCP,malicious,DDoS
255,0,0,TCP,malicious,DDoS
274,0,0,TCP,malicious,DDoS
255,0,0,TCP,malicious,DDoS
255,1365,0,TCP,normal,Normal
255,948,0,TCP,normal,Normal
255,2635,0,TCP,normal,Normal
255,0,0,TCP,malicious,DDoS
366,520,0,ICMP,malicious,DDoS
271,0,0,TCP,malicious,DDoS
255,0,0,TCP,malicious,DDoS
255,0,0,TCP,malicious,DDoS
150,8,0,ICMP,malicious,Probe
255,0,0,TCP,malicious,DDoS
255,251,12880,UDP,normal,Normal
255,194,0,UDP,normal,Normal
255,2013,0,TCP,normal,Normal
255,0,0,TCP,malicious,DDoS
125,0,0,TCP,malicious,DDoS
255,1,0,UDP,malicious,Probe
255,0,0,TCP,normal,Normal
256,0,0,TCP,malicious,DDoS
255,799,0,TCP,normal,Normal
58,1690,0,TCP,normal,Normal
255,0,0,TCP,malicious,DDoS
213,2357,0,TCP,normal,Normal
255,7575,0,TCP,normal,Normal
255,1267,0,TCP,normal,Normal
141,8,0,ICMP,malicious,Probe
208,0,0,TCP,malicious,DDoS
255,26151,0,TCP,normal,Normal
255,539,0,TCP,normal,Normal
306,168,0,UDP,normal,Normal
255,1,21681,TCP,malicious,Probe
255,0,0,TCP,malicious,DDoS
255,0,0,TCP,malicious,DDoS
255,7968,0,TCP,normal,Normal
255,0,0,TCP,malicious,DDoS
255,0,0,TCP,malicious,DDoS
249,8,0,ICMP,malicious,Probe
255,250,3577,UDP,normal,Normal
255,172,0,UDP,normal,Normal
255,2143,0,TCP,normal,Normal
255,0,0,TCP,malicious,DDoS
255,0,0,TCP,normal,Normal
255,583,0,TCP,normal,Normal
254,452,0,TCP,normal,Normal
255,1697,0,TCP,normal,Normal
58,0,0,TCP,malicious,DDoS
255,0,0,TCP,malicious,DDoS
255,0,0,TCP,malicious,DDoS
248,2194619,2,TCP,normal,Normal
511,1032,0,ICMP,malicious,DDoS
255,150,0,UDP,normal,Normal
166,1692,0,TCP,normal,Normal
281,0,0,TCP,malicious,DDoS
112,8,0,ICMP,malicious,Probe
64,988,2,TCP,normal,Normal
255,2740,0,TCP,normal,Normal
255,832,0,TCP,normal,Normal
255,3473,0,TCP,normal,Normal
255,1114,0,TCP,normal,Normal
255,251,5190,UDP,normal,Normal
255,3313,0,TCP,normal,Normal
255,24889,0,TCP,normal,Normal
255,0,0,TCP,malicious,DDoS
255,0,0,TCP,malicious,DDoS
255,0,0,TCP,malicious,DDoS
255,0,0,TCP,malicious,DDoS
255,0,0,TCP,malicious,DDoS
59,0,0,TCP,normal,Normal
255,0,0,TCP,malicious,DDoS
255,0,0,TCP,malicious,DDoS
255,28,0,UDP,malicious,DDoS
180,9198,0,TCP,normal,Normal
229,4567,31,TCP,normal,Normal
255,183,0,UDP,normal,Normal
255,0,0,TCP,malicious,DDoS
138,3482,4,TCP,normal,Normal
255,548,0,TCP,normal,Normal
255,251,4625,UDP,normal,Normal
255,1828,0,TCP,normal,Normal
255,729,0,TCP,normal,Normal
255,0,0,TCP,malicious,DDoS
255,907,0,TCP,normal,Normal
297,0,0,TCP,malicious,DDoS
100,423,0,TCP,normal,Normal
255,23974,0,TCP,normal,Normal
255,756,0,TCP,normal,Normal
255,0,0,TCP,malicious,DDoS
255,175,0,UDP,normal,Normal
255,0,0,TCP,malicious,Probe
255,0,0,TCP,malicious,DDoS
255,971,0,TCP,normal,Normal
255,12324,0,TCP,normal,Normal
111,1496,0,TCP,normal,Normal
255,183,0,ICMP,normal,Normal
159,62854,0,TCP,malicious,DDoS
92,8,0,ICMP,malicious,Probe
255,1062,0,TCP,normal,Normal
255,2610,0,TCP,normal,Normal
198,2455,1,TCP,normal,Normal
255,6937,0,TCP,normal,Normal
255,1762,0,TCP,normal,Normal
255,9918,0,TCP,normal,Normal
255,0,0,TCP,malicious,DDoS
255,2154,0,TCP,normal,Normal
255,0,0,TCP,malicious,DDoS
42,1626,0,TCP,normal,Normal
255,0,0,TCP,malicious,DDoS
255,549,0,TCP,normal,Normal
255,0,0,TCP,malicious,DDoS
255,2344,0,TCP,normal,Normal
255,118,0,UDP,normal,Normal
255,252,2560,UDP,normal,Normal
255,768,0,TCP,normal,Normal
255,0,0,TCP,malicious,DDoS
255,4620,0,TCP,normal,Normal
255,0,0,TCP,malicious,DDoS
255,192,0,TCP,normal,Normal
255,117,0,UDP,normal,Normal
255,0,0,TCP,malicious,Probe
288,0,0,TCP,malicious,DDoS
255,622,0,TCP,normal,Normal
75,748,0,TCP,normal,Normal
300,0,0,TCP,malicious,DDoS
255,0,0,TCP,malicious,DDoS
255,0,0,TCP,malicious,DDoS
255,0,0,TCP,malicious,Probe
53,0,0,TCP,malicious,Probe
255,2989,0,TCP,normal,Normal
257,0,0,TCP,malicious,DDoS
255,0,0,TCP,malicious,DDoS
255,0,0,TCP,malicious,DDoS
255,0,0,TCP,malicious,DDoS
255,4350,1,TCP,normal,Normal
255,0,0,TCP,malicious,DDoS
255,467,0,TCP,normal,Normal
255,0,0,TCP,malicious,DDoS
255,0,0,TCP,malicious,DDoS
255,2209,0,TCP,normal,Normal
255,0,0,TCP,malicious,DDoS
18,145,0,TCP,normal,Normal
216,1795,0,TCP,normal,Normal
255,0,0,TCP,malicious,DDoS
255,728,0,TCP,normal,Normal
255,252,8213,UDP,normal,Normal
255,84,0,UDP,normal,Normal
255,611,0,TCP,normal,Normal
255,251,5937,UDP,normal,Normal
255,5875,0,TCP,normal,Normal
145,12,0,TCP,normal,Normal
255,0,0,TCP,malicious,DDoS
255,728,0,TCP,normal,Normal
468,0,0,TCP,malicious,Probe
255,4202,0,TCP,normal,Normal
255,88,0,UDP,normal,Normal
255,46076,0,TCP,normal,Normal
275,0,0,TCP,malicious,DDoS
255,0,0,TCP,malicious,DDoS
201,0,0,TCP,normal,Normal
262,0,0,TCP,malicious,DDoS
255,0,0,TCP,malicious,DDoS
124,0,0,TCP,malicious,DDoS
134,1605,2,TCP,normal,Normal
255,0,0,TCP,malicious,DDoS
255,1800,0,TCP,normal,Normal
255,165,0,UDP,normal,Normal
255,0,0,TCP,malicious,DDoS
152,0,0,TCP,normal,Normal
255,252,1824,UDP,normal,Normal
293,0,0,TCP,malicious,DDoS
255,0,0,TCP,malicious,DDoS
266,0,0,TCP,malicious,DDoS
289,154,0,UDP,normal,Normal
111,1547,0,TCP,normal,Normal
220,0,0,TCP,malicious,DDoS
267,0,0,TCP,malicious,DDoS
255,2302,0,TCP,normal,Normal
255,37229,0,TCP,normal,Normal
255,0,0,TCP,malicious,DDoS
255,0,0,TCP,malicious,DDoS
511,1032,0,ICMP,malicious,DDoS
139,0,0,TCP,malicious,Probe
287,0,0,TCP,malicious,DDoS
255,1692,0,TCP,normal,Normal
255,0,0,TCP,malicious,DDoS
255,0,0,TCP,malicious,DDoS
255,0,0,TCP,malicious,DDoS
286,0,0,TCP,malicious,DDoS
255,1869,0,TCP,normal,Normal
273,0,0,TCP,malicious,DDoS
204,1637,0,TCP,normal,Normal
441,0,2,TCP,malicious,Probe
255,1,0,UDP,malicious,Probe
219,0,0,TCP,malicious,Probe
255,0,0,TCP,malicious,DDoS
255,119,0,UDP,normal,Normal
161,1416,0,TCP,normal,Normal
255,1516,0,TCP,normal,Normal
70,5780,0,TCP,normal,Normal
255,62855,0,TCP,malicious,DDoS
255,252,0,UDP,normal,Normal
38,569,0,TCP,normal,Normal
255,2416,0,TCP,normal,Normal
180,12,0,TCP,normal,Normal
255,784,0,TCP,normal,Normal
511,1032,0,ICMP,malicious,DDoS
255,251,719,UDP,normal,Normal
286,0,0,TCP,malicious,DDoS
199,1617,0,TCP,normal,Normal
50,0,0,TCP,malicious,Probe
161,567,0,TCP,normal,Normal
255,618,0,TCP,normal,Normal
255,0,0,TCP,malicious,DDoS
255,534,0,TCP,normal,Normal
255,14780,0,TCP,normal,Normal
255,252,5394,UDP,normal,Normal
255,0,0,TCP,malicious,DDoS
255,172,0,UDP,normal,Normal
255,0,0,TCP,malicious,DDoS
255,8978,0,TCP,normal,Normal
255,183,0,ICMP,normal,Normal
255,0,0,TCP,normal,Normal
255,172,0,UDP,normal,Normal
255,0,0,TCP,malicious,DDoS
255,3943,0,TCP,normal,Normal
255,0,0,TCP,malicious,DDoS
364,520,0,UDP,normal,Normal
172,0,0,TCP,malicious,DDoS
255,0,0,TCP,malicious,DDoS
11,995,21,TCP,normal,Normal
255,3525,0,TCP,normal,Normal
74,450,0,TCP,normal,Normal
255,0,0,TCP,malicious,DDoS
255,822,0,TCP,normal,Normal
255,1032,0,ICMP,malicious,DDoS
255,0,0,TCP,malicious,DDoS
255,0,0,TCP,malicious,DDoS
255,0,0,TCP,malicious,DDoS
255,154,0,UDP,normal,Normal
255,0,0,TCP,malicious,DDoS
216,16260,0,TCP,normal,Normal
255,8892,0,TCP,normal,Normal
255,210,0,UDP,normal,Normal
255,0,0,TCP,malicious,DDoS
255,0,0,TCP,malicious,DDoS
255,0,0,TCP,malicious,Probe
255,2027,0,TCP,normal,Normal
255,0,0,TCP,malicious,DDoS
131,1238,2,TCP,normal,Normal
255,1476,1,TCP,normal,Normal
255,1075,0,TCP,normal,Normal
255,0,0,TCP,malicious,DDoS
255,6225,0,TCP,normal,Normal
161,8,0,ICMP,malicious,Probe
255,145,0,UDP,normal,Normal
255,1822,0,TCP,normal,Normal
255,170,0,UDP,normal,Normal
294,0,0,TCP,malicious,DDoS
147,1472,3,TCP,normal,Normal
255,0,0,TCP,malicious,DDoS
131,763,0,TCP,normal,Normal
255,0,0,TCP,malicious,DDoS
68,8,0,ICMP,malicious,Probe
263,0,0,TCP,malicious,DDoS
59,8,0,ICMP,malicious,Probe
140,1565,0,TCP,normal,Normal
120,1570,1,TCP,normal,Normal
230,1018,21,TCP,normal,Normal
145,1342,0,TCP,normal,Normal
255,113,0,UDP,normal,Normal
255,156,0,UDP,normal,Normal
2,33137,0,TCP,normal,Normal
255,0,0,TCP,malicious,DDoS
128,0,0,TCP,malicious,Probe
255,6823,0,TCP,normal,Normal
270,0,0,TCP,malicious,DDoS
255,1654,0,TCP,normal,Normal
285,186,0,UDP,normal,Normal
255,0,0,TCP,malicious,DDoS
255,0,0,TCP,normal,Normal
249,0,0,TCP,normal,Normal
255,0,0,TCP,malicious,DDoS
255,0,0,TCP,malicious,DDoS
255,118,0,UDP,normal,Normal
292,0,0,TCP,malicious,DDoS
255,1,37161,TCP,malicious,Probe
255,0,0,TCP,malicious,DDoS
222,28,0,UDP,malicious,DDoS
24,334,0,TCP,malicious,Credential Attack
290,0,0,TCP,malicious,DDoS
255,1032,0,ICMP,malicious,DDoS
207,3839,0,TCP,normal,Normal
255,2414,0,TCP,normal,Normal
46,8,0,ICMP,malicious,Probe
255,0,0,TCP,malicious,DDoS
156,0,0,TCP,malicious,DDoS
155,154,12,UDP,normal,Normal
255,88,0,UDP,normal,Normal
255,5499,0,TCP,normal,Normal
143,3116,1,TCP,normal,Normal
255,843,0,TCP,normal,Normal
255,116,0,UDP,normal,Normal
254,15876,0,TCP,normal,Normal
255,84,0,UDP,normal,Normal
273,0,0,TCP,malicious,DDoS
247,1825,1,TCP,normal,Normal
255,0,0,TCP,malicious,DDoS
255,28,0,UDP,malicious,DDoS
261,0,0,TCP,malicious,DDoS
255,113,0,UDP,normal,Normal
255,799,0,TCP,normal,Normal
80,7280,0,TCP,normal,Normal
314,116,0,UDP,normal,Normal
255,0,0,TCP,malicious,DDoS
255,967,0,TCP,normal,Normal
80,120,0,UDP,normal,Normal
207,1374,1,TCP,normal,Normal
255,0,0,TCP,malicious,DDoS
255,768,0,TCP,normal,Normal
205,18,0,ICMP,malicious,Probe
93,766,0,TCP,normal,Normal
255,144,1,TCP,normal,Normal
255,0,0,TCP,malicious,DDoS
255,0,0,TCP,malicious,DDoS
69,3476,27,TCP,normal,Normal
255,0,0,TCP,malicious,DDoS
255,0,0,TCP,malicious,DDoS
255,1376,0,TCP,normal,Normal
255,172,0,UDP,normal,Normal
255,1,0,UDP,malicious,Probe
255,251,0,UDP,normal,Normal
284,0,0,TCP,malicious,DDoS
255,1902,0,TCP,normal,Normal
255,0,0,TCP,malicious,DDoS
255,0,0,TCP,malicious,DDoS
282,0,0,TCP,malicious,DDoS
250,3712,1,TCP,malicious,Credential Attack
287,0,0,TCP,malicious,DDoS
286,0,0,TCP,malicious,DDoS
255,0,0,TCP,malicious,Probe
255,0,0,TCP,malicious,DDoS
255,1,8735,TCP,malicious,Probe
255,0,0,TCP,malicious,DDoS
255,0,0,TCP,malicious,DDoS
268,0,0,TCP,malicious,DDoS
255,92,0,UDP,normal,Normal
255,0,0,TCP,malicious,DDoS
255,374,0,TCP,normal,Normal
255,250,2219,UDP,normal,Normal
255,5975,0,TCP,normal,Normal
255,0,0,TCP,malicious,DDoS
255,1,0,UDP,malicious,Probe
255,0,0,TCP,malicious,DDoS
224,62854,0,TCP,malicious,DDoS
255,1137,0,TCP,normal,Normal
255,0,0,TCP,malicious,DDoS
255,487,0,TCP,normal,Normal
318,120,0,UDP,normal,Normal
255,0,0,TCP,malicious,DDoS
255,33,0,UDP,normal,Normal
255,3305,0,TCP,normal,Normal
250,516,0,TCP,normal,Normal
256,0,0,TCP,malicious,DDoS
255,958,0,TCP,normal,Normal
125,2258,0,TCP,normal,Normal
255,521,0,TCP,normal,Normal
255,0,0,TCP,malicious,DDoS
255,184,0,UDP,normal,Normal
270,0,0,TCP,malicious,DDoS
255,11638,0,TCP,normal,Normal
276,0,0,TCP,malicious,DDoS
255,251,4686,UDP,normal,Normal
255,29787,0,TCP,normal,Normal
255,59,0,TCP,normal,Normal
255,9557,0,TCP,normal,Normal
255,0,0,TCP,malicious,DDoS
255,0,0,TCP,malicious,DDoS
255,0,0,TCP,malicious,DDoS
255,579,0,TCP,normal,Normal
255,0,0,TCP,malicious,DDoS
154,0,0,TCP,normal,Normal
273,0,0,TCP,malicious,DDoS
205,34,0,UDP,normal,Normal
255,9198,0,TCP,normal,Normal
255,7561,0,TCP,normal,Normal
255,0,0,TCP,malicious,DDoS
255,111,0,UDP,normal,Normal
172,1451,1,TCP,normal,Normal
255,0,0,TCP,malicious,DDoS
255,132,0,UDP,normal,Normal
4,147,0,UDP,normal,Normal
178,1556,0,TCP,normal,Normal
113,12,0,TCP,normal,Normal
5,1480,0,ICMP,malicious,DDoS
255,0,0,TCP,malicious,DDoS
255,0,0,TCP,malicious,DDoS
255,187,0,UDP,normal,Normal
255,28,0,UDP,malicious,DDoS
255,0,0,TCP,malicious,DDoS
255,0,0,TCP,malicious,DDoS
255,0,0,TCP,malicious,DDoS
297,0,0,TCP,malicious,DDoS
255,0,0,TCP,normal,Normal
255,1002,0,TCP,normal,Normal
27,1594,0,TCP,normal,Normal
164,1342,1,TCP,normal,Normal
148,0,0,TCP,malicious,DDoS
255,0,0,TCP,malicious,DDoS
45,0,0,TCP,malicious,Probe
268,0,0,TCP,malicious,DDoS
255,0,0,TCP,malicious,DDoS
255,0,0,TCP,malicious,DDoS
255,0,0,TCP,malicious,DDoS
511,0,0,TCP,malicious,Probe
255,1445,0,TCP,normal,Normal
255,0,0,TCP,malicious,DDoS
238,1232,0,TCP,normal,Normal
255,0,0,TCP,malicious,DDoS
259,0,0,TCP,malicious,DDoS
276,0,0,TCP,malicious,Probe
255,567,0,TCP,normal,Normal
255,0,0,TCP,malicious,DDoS
139,1133,15,TCP,normal,Normal
255,5459,0,TCP,normal,Normal
255,0,0,TCP,malicious,DDoS
255,30,0,ICMP,normal,Normal
255,682,0,TCP,normal,Normal
119,252,0,TCP,normal,Normal
255,0,0,TCP,malicious,DDoS
255,0,0,TCP,malicious,DDoS
169,1052,0,TCP,normal,Normal
255,0,0,TCP,malicious,DDoS
255,0,0,TCP,malicious,DDoS
255,0,0,TCP,malicious,Probe
26,334,0,TCP,malicious,Credential Attack
255,2002,0,TCP,normal,Normal
386,0,0,TCP,malicious,Probe
142,2070,0,TCP,normal,Normal
255,0,0,TCP,malicious,DDoS
255,251,611,UDP,normal,Normal
245,6442,0,TCP,normal,Normal
189,1580,3,TCP,normal,Normal
255,8536,0,TCP,normal,Normal
111,0,0,TCP,malicious,DDoS
255,867,0,TCP,normal,Normal
255,884,0,TCP,normal,Normal
443,0,0,TCP,malicious,Probe
255,267,15,TCP,normal,Normal
30,205153,5,TCP,normal,Normal
39,641,0,TCP,normal,Normal
255,0,0,TCP,malicious,DDoS
255,3011,0,TCP,normal,Normal
65,383,0,TCP,normal,Normal
460,520,0,ICMP,malicious,DDoS
255,10996,0,TCP,normal,Normal
282,0,0,TCP,malicious,DDoS
255,0,0,TCP,malicious,DDoS
270,0,0,TCP,malicious,DDoS
255,1361,0,TCP,normal,Normal
36,8,0,ICMP,malicious,Probe
255,0,0,TCP,malicious,Probe
128,47,0,TCP,normal,Normal
255,112,0,UDP,normal,Normal
255,0,0,TCP,malicious,DDoS
255,0,0,TCP,malicious,DDoS
255,169,0,UDP,normal,Normal
255,0,0,TCP,normal,Normal
255,0,0,TCP,malicious,DDoS
255,1695,0,TCP,normal,Normal
255,763,0,TCP,normal,Normal
255,574,0,TCP,normal,Normal
4,676,0,TCP,malicious,Credential Attack
255,0,0,TCP,malicious,DDoS
255,0,0,TCP,malicious,Probe
255,0,0,TCP,malicious,DDoS
41,8,0,ICMP,malicious,Probe
216,238205,22,TCP,normal,Normal
255,0,0,TCP,malicious,DDoS
255,1,0,UDP,malicious,Probe
255,1,18641,TCP,malicious,Probe
298,0,0,TCP,malicious,DDoS
129,13093,0,TCP,normal,Normal
255,0,0,TCP,malicious,Probe
80,3034,0,TCP,normal,Normal
255,1688,0,TCP,normal,Normal
255,2956,0,TCP,normal,Normal
255,0,0,TCP,malicious,DDoS
255,3055,0,TCP,normal,Normal
131,30,0,ICMP,normal,Normal
255,1029,0,TCP,normal,Normal
255,0,0,TCP,malicious,DDoS
255,0,0,TCP,malicious,DDoS
255,5816,0,TCP,normal,Normal
255,0,0,TCP,malicious,DDoS
255,0,0,TCP,malicious,DDoS
113,977,0,TCP,normal,Normal
255,0,0,TCP,malicious,DDoS
107,12,0,TCP,normal,Normal
255,0,0,TCP,normal,Normal
255,2690,0,TCP,normal,Normal
278,0,0,TCP,malicious,DDoS
136,0,0,TCP,malicious,DDoS
255,21827,0,TCP,normal,Normal
255,998,0,TCP,normal,Normal
162,3139,0,TCP,normal,Normal
292,0,0,TCP,malicious,DDoS
255,175,0,UDP,normal,Normal
255,0,0,TCP,malicious,DDoS
178,1516,0,TCP,normal,Normal
255,1064,0,TCP,normal,Normal
122,30,0,ICMP,normal,Normal
255,0,0,TCP,malicious,DDoS
255,0,0,TCP,malicious,DDoS
255,168,0,UDP,normal,Normal
207,1757,2,TCP,normal,Normal
255,0,0,TCP,normal,Normal
255,28,0,UDP,malicious,DDoS
255,252,2560,UDP,normal,Normal
255,20874,0,TCP,normal,Normal
287,0,0,TCP,malicious,DDoS
255,593,0,TCP,normal,Normal
255,0,0,TCP,malicious,DDoS
255,3239,0,TCP,normal,Normal
255,0,0,TCP,malicious,DDoS
255,6158,0,TCP,normal,Normal
255,10353,0,TCP,normal,Normal
255,252,2700,UDP,normal,Normal
137,749,0,TCP,normal,Normal
255,0,0,TCP,malicious,DDoS
255,0,0,TCP,malicious,DDoS
255,0,0,TCP,malicious,DDoS
157,1216,2,TCP,normal,Normal
255,721,0,TCP,normal,Normal
255,0,0,TCP,malicious,DDoS
255,30,0,ICMP,normal,Normal
137,0,0,TCP,malicious,DDoS
255,634,0,TCP,normal,Normal
307,121,0,UDP,normal,Normal
434,520,0,ICMP,malicious,DDoS
143,973,2,TCP,normal,Normal
5,0,0,TCP,normal,Normal
26,0,0,TCP,malicious,Probe
250,501,0,TCP,normal,Normal
266,0,0,TCP,malicious,DDoS
256,114,0,UDP,normal,Normal
59,18,0,ICMP,malicious,Probe
255,0,0,TCP,malicious,DDoS
255,84,0,UDP,normal,Normal
